SEQ,jijum_seq,jijum_id,floor,category_name,category_delete_yn,store_name,tel,store_delete_yn,store_shopping_time
107,477373,1056,1,"고객만족센타/신선식품/가공식품/와인앤리큐어(주류전문)/헬스멀티(건강식품)/일상용품/엣홈(주방용품/리빙용품/자동차,조명공구)/몰리스(애완용품)/스타벅스/송사부고코로케",N,몰리스펫샵,055-371-8123,N,10:00~22:00
107,477376,1056,1,"고객만족센타/신선식품/가공식품/와인앤리큐어(주류전문)/헬스멀티(건강식품)/일상용품/엣홈(주방용품/리빙용품/자동차,조명공구)/몰리스(애완용품)/스타벅스/송사부고코로케",N,화장실,055-371-8123,N,10:00~22:00
107,477377,1056,1,"고객만족센타/신선식품/가공식품/와인앤리큐어(주류전문)/헬스멀티(건강식품)/일상용품/엣홈(주방용품/리빙용품/자동차,조명공구)/몰리스(애완용품)/스타벅스/송사부고코로케",N,베스킨라빈스,055-365-3132,N,10:30~21:40
108,478101,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,문화센터,055-371-8170,N,10:00~18:20
108,478103,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,미용실(박승철헤어),055-363-9912,N,10:00~20:00
108,478104,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,안경점,055-366-0061,N,10:00~21:00
108,478102,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,다솜의원,055-386-8008,N,10:00~21:40
108,478078,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,일렉트로마트,055-371-8107,N,10:00~22:00
108,478079,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,A STORE(애플샵),055-371-8110,N,10:00~22:00
108,478080,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,토이킹덤,055-371-8107,N,10:00~22:00
108,478081,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,탑텐,055-367-1680,N,10:00~22:00
108,478082,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,탑텐키즈,055-367-0946,N,10:00~22:00
108,478083,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,슈마커,055-366-5669,N,10:00~22:00
108,478084,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,아가방,--,N,10:00~22:00
108,478085,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,피그먼트,055-367-1288,N,10:00~22:00
108,478086,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,폴햄,--,N,10:00~22:00
108,478087,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,유아휴게실/수유실,055-371-8123,N,10:00~22:00
108,478088,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,바닐라잼(쥬얼리),--,N,10:00~22:00
108,478089,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,데코라인(가구),--,N,10:00~22:00
108,478090,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,허시퍼피,--,N,10:00~22:00
108,478091,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,미미앤코,--,N,10:00~22:00
108,478092,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,레드페이스,--,N,10:00~22:00
108,478093,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,리틀킹,--,N,10:00~22:00
108,478094,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,JAJU,--,N,10:00~22:00
108,478095,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,H메종,--,N,10:00~22:00
108,478096,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,STUDIO AG,--,N,10:00~22:00
108,478097,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,LG네이처컬렉션(더페이스샵/이자녹스/비욘드/수려한),055-362-8164,N,10:00~22:00
108,478098,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,아모레퍼시픽,055-387-0074,N,10:00~22:00
108,478099,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,이니스프리,055-383-5521,N,10:00~22:00
108,478100,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,창진(커튼/블라인드),--,N,10:00~22:00
108,478105,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,비너스,--,N,10:00~22:00
108,478106,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,화장실,055-371-8123,N,10:00~22:00
108,478107,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,에디션,,N,10:00~22:00
108,478108,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,오스틴리드/프렐린,,N,10:00~22:00
108,478109,1056,2,일렉트로마트(가전)/A STORE(애플)/토이킹덤(완구/문구/서적)/패션브랜드/문화센타/화장실,N,아메리칸투어리스트,055-364-8655,N,10:00~22:00
109,476287,1056,3,열쇠구두/카센터/세차장/주차장,N,스피드메이트(카센터),055-363-7331,N,10:00~20:00
109,476288,1056,3,열쇠구두/카센터/세차장/주차장,N,클린보이(세차),055-372-5630,N,10:00~20:00
109,476286,1056,3,열쇠구두/카센터/세차장/주차장,N,열쇠/구두,055-367-4474,N,10:00~21:00
109,476289,1056,3,열쇠구두/카센터/세차장/주차장,N,주차장,055-371-8123,N,10:00~22:00
110,442505,1056,4,세탁소/전기차충전소/주차장,N,크린에이드(세탁소),055-366-9096,N,10:00~21:00
110,442506,1056,4,세탁소/전기차충전소/주차장,N,주차장,055-371-8123,N,10:00~22:00
110,442507,1056,4,세탁소/전기차충전소/주차장,N,"전치차충전소(환경부, 급속2대)/F기둥",000-1661-9408,N,10:00~22:00
110,442508,1056,4,세탁소/전기차충전소/주차장,N,"전기차충전소(차지비, 완속4대)/F기둥",000-1600-4047,N,10:00~22:00
111,436410,1056,5,주차장,N,주차장,055-371-8123,N,10:00~22:00
112,480160,1040,1,농산/축산/수산/즉석조리/가공,N,약국,070-4119-9733,N,10:00~22:00
112,480161,1040,1,농산/축산/수산/즉석조리/가공,N,정관장,055-263-2303,N,10:00~22:00
112,480162,1040,1,농산/축산/수산/즉석조리/가공,N,베이커리(블랑제리),055-263-2798,N,10:00~22:00
112,480158,1040,1,농산/축산/수산/즉석조리/가공,N,맥도날드,070-7017-0640,N,10:00~22:00
112,480159,1040,1,농산/축산/수산/즉석조리/가공,N,베스킨라빈스,055-264-0320,N,10:00~22:00
112,480167,1040,1,농산/축산/수산/즉석조리/가공,N,KT 인터넷/휴대폰,055-286-1234,N,11:00~18:00
112,480163,1040,1,농산/축산/수산/즉석조리/가공,N,남도분식,--,N,11:00~20:30
112,480164,1040,1,농산/축산/수산/즉석조리/가공,N,육첩반상,--,N,11:00~20:30
112,480165,1040,1,농산/축산/수산/즉석조리/가공,N,홍리마라탕,--,N,11:00~20:30
112,480166,1040,1,농산/축산/수산/즉석조리/가공,N,호천당,--,N,11:00~20:30
113,482474,1040,2,문화/패션/생활/JAJU,N,엔프라니,055-261-2823,N,10:00~22:00
113,482475,1040,2,문화/패션/생활/JAJU,N,아모레,055-263-8086,N,10:00~22:00
113,482476,1040,2,문화/패션/생활/JAJU,N,LG화장품,055-284-7933,N,10:00~22:00
113,482477,1040,2,문화/패션/생활/JAJU,N,미샤,070-7720-2057,N,10:00~22:00
113,482478,1040,2,문화/패션/생활/JAJU,N,더페이스샵,055-261-4725,N,10:00~22:00
113,482479,1040,2,문화/패션/생활/JAJU,N,더샘,055-286-7083,N,10:00~22:00
113,482480,1040,2,문화/패션/생활/JAJU,N,비욘드,055-281-1825,N,10:00~22:00
113,482481,1040,2,문화/패션/생활/JAJU,N,JAJU,070-4100-9076,N,10:00~22:00
113,482482,1040,2,문화/패션/생활/JAJU,N,네이처리퍼블릭,055-261-4978,N,10:00~22:00
113,482484,1040,2,문화/패션/생활/JAJU,N,휠라인티모,055-285-5864,N,10:00~22:00
113,482485,1040,2,문화/패션/생활/JAJU,N,허시파피,055-284-6898,N,10:00~22:00
113,482486,1040,2,문화/패션/생활/JAJU,N,보디가드,--,N,10:00~22:00
113,482487,1040,2,문화/패션/생활/JAJU,N,레노마,--,N,10:00~22:00
113,482488,1040,2,문화/패션/생활/JAJU,N,짱죽,055-287-8286,N,10:00~22:00
113,482489,1040,2,문화/패션/생활/JAJU,N,노브랜드,--,N,10:00~22:00
113,482490,1040,2,문화/패션/생활/JAJU,N,폴햄,055-262-2274,N,10:00~22:00
113,482491,1040,2,문화/패션/생활/JAJU,N,유아휴게실/수유실,--,N,10:00~22:00
113,482483,1040,2,문화/패션/생활/JAJU,N,데코라인(가구),--,N,12:00~20:00
114,474810,1040,3,패션/스포츠/고객만족센터,N,여행사(모두투어/하나투어),055-261-6661,N,10:00~18:00
114,474784,1040,3,패션/스포츠/고객만족센터,N,본치과,055-286-2804,N,10:00~19:00
114,474782,1040,3,패션/스포츠/고객만족센터,N,사진관,055-287-4782,N,10:00~20:00
114,474785,1040,3,패션/스포츠/고객만족센터,N,수선실,055-264-7278,N,10:00~20:00
114,474783,1040,3,패션/스포츠/고객만족센터,N,라온안경원,055-262-5558,N,10:00~21:00
114,474807,1040,3,패션/스포츠/고객만족센터,N,삼성 모바일,055-289-0316,N,10:00~21:00
114,474809,1040,3,패션/스포츠/고객만족센터,N,타카 슬라임 플레이카페,--,N,10:00~21:00
114,474775,1040,3,패션/스포츠/고객만족센터,N,레드페이스,055-261-5300,N,10:00~22:00
114,474776,1040,3,패션/스포츠/고객만족센터,N,그린조이,055-266-2420,N,10:00~22:00
114,474777,1040,3,패션/스포츠/고객만족센터,N,아가방,055-264-7370,N,10:00~22:00
114,474778,1040,3,패션/스포츠/고객만족센터,N,프로스펙스,055-281-4273,N,10:00~22:00
114,474779,1040,3,패션/스포츠/고객만족센터,N,트레몰로,055-275-2048,N,10:00~22:00
114,474780,1040,3,패션/스포츠/고객만족센터,N,오스틴리드,--,N,10:00~22:00
114,474781,1040,3,패션/스포츠/고객만족센터,N,골프매장,055-211-1262,N,10:00~22:00
114,474786,1040,3,패션/스포츠/고객만족센터,N,고객만족센터,055-211-1234,N,10:00~22:00
114,474787,1040,3,패션/스포츠/고객만족센터,N,상품권샵,055-211-1065,N,10:00~22:00
114,474788,1040,3,패션/스포츠/고객만족센터,N,못된고양이,070-4296-5580,N,10:00~22:00
114,474789,1040,3,패션/스포츠/고객만족센터,N,슈마커,055-264-1651,N,10:00~22:00
114,474790,1040,3,패션/스포츠/고객만족센터,N,잠뱅이,--,N,10:00~22:00
114,474791,1040,3,패션/스포츠/고객만족센터,N,콜핑,--,N,10:00~22:00
114,474792,1040,3,패션/스포츠/고객만족센터,N,튤립(수영복),--,N,10:00~22:00
114,474793,1040,3,패션/스포츠/고객만족센터,N,머슬매니아,--,N,10:00~22:00
114,474794,1040,3,패션/스포츠/고객만족센터,N,TSL,--,N,10:00~22:00
114,474795,1040,3,패션/스포츠/고객만족센터,N,닉스(NIX),--,N,10:00~22:00
114,474796,1040,3,패션/스포츠/고객만족센터,N,탑텐키즈,055-262-0314,N,10:00~22:00
114,474797,1040,3,패션/스포츠/고객만족센터,N,에어워크,055-211-1234,N,10:00~22:00
114,474798,1040,3,패션/스포츠/고객만족센터,N,인터크루,--,N,10:00~22:00
114,474799,1040,3,패션/스포츠/고객만족센터,N,오락실,055-211-1207,N,10:00~22:00
114,474800,1040,3,패션/스포츠/고객만족센터,N,A STORE(애플샵),055-211-1235,N,10:00~22:00
114,474801,1040,3,패션/스포츠/고객만족센터,N,이디야커피,055-285-1333,N,10:00~22:00
114,474802,1040,3,패션/스포츠/고객만족센터,N,세탁소(월드크리닝),055-262-1107,N,10:00~22:00
114,474805,1040,3,패션/스포츠/고객만족센터,N,A&me,--,N,10:00~22:00
114,474806,1040,3,패션/스포츠/고객만족센터,N,삼성가전,080-8821-0028,N,10:00~22:00
114,474808,1040,3,패션/스포츠/고객만족센터,N,앤티앤스(프레즐),055-267-3332,N,10:00~22:00
114,474803,1040,3,패션/스포츠/고객만족센터,N,일렉트로마트,055-211-1207,N,10:00~22:00
114,474804,1040,3,패션/스포츠/고객만족센터,N,웨스트우드,--,N,10:00~22:00
115,406476,1040,4,주차장,N,미용실(박승철헤어스투디오),055-282-0795,N,10:00~20:00
115,406478,1040,4,주차장,N,차량정비소(스피드메이트),055-262-1211,N,10:00~20:00
115,406477,1040,4,주차장,N,네일바,070-7012-9428,N,11:00~20:00
116,449807,1040,5,주차장,N,열쇠/도장/시계,055-274-1304,N,10:00~20:00
116,449806,1040,5,주차장,N,화장실,055-211-1234,N,10:00~22:00
117,470845,1040,6,주차장,N,환경부(급속1대) 전기차 충전소 1시간 무료주차 ※3층 고객만족센타 방문 후 차량 등록,-11069,N,10:00~22:00
117,470846,1040,6,주차장,N,차지비(완속2대) 전기차 충전소 1시간 무료주차 ※3층 고객만족센타 방문 후 차량 등록,-5647,N,10:00~22:00
119,462849,1101,-2,농산/축산/수산/가공/생활,N,e베이커리,055-245-6417,N,10:00~22:00
119,462850,1101,-2,농산/축산/수산/가공/생활,N,와인매장,,N,10:00~22:00
119,462851,1101,-2,농산/축산/수산/가공/생활,N,쌀도정,,N,10:00~22:00
119,462852,1101,-2,농산/축산/수산/가공/생활,N,즉석조리,,N,10:00~22:00
119,462853,1101,-2,농산/축산/수산/가공/생활,N,노브랜드,055-711-1234,N,10:00~22:00
120,462875,1101,-1,패션/엣홈,N,화장실,055-711-1234,N,10:00~22:00
120,462876,1101,-1,패션/엣홈,N,화원,,N,10:00~22:00
120,462877,1101,-1,패션/엣홈,N,수족관,,N,10:00~22:00
121,462856,1101,1,일렉트로마트 외 테넌트,N,여행사(하나투어),055-222-4123,N,10:00~18:00
121,462854,1101,1,일렉트로마트 외 테넌트,N,미용실(이가자헤어비스),055-222-2003,N,10:00~20:00
121,462865,1101,1,일렉트로마트 외 테넌트,N,네일샵(포쉬네일),055-224-4179,N,10:00~20:00
121,462872,1101,1,일렉트로마트 외 테넌트,N,컴포즈커피,055-242-3377,N,10:00~20:00
121,462855,1101,1,일렉트로마트 외 테넌트,N,안경점,055-222-2277,N,10:00~21:00
121,462870,1101,1,일렉트로마트 외 테넌트,N,서브웨이,070-8648-1709,N,10:00~21:00
121,462873,1101,1,일렉트로마트 외 테넌트,N,삼성전자,055-711-1207,N,10:00~22:00
121,462857,1101,1,일렉트로마트 외 테넌트,N,화장실(남),055-711-1234,N,10:00~22:00
121,462858,1101,1,일렉트로마트 외 테넌트,N,화장실(여),055-711-1234,N,10:00~22:00
121,462859,1101,1,일렉트로마트 외 테넌트,N,유아휴게실/수유실,055-711-1234,N,10:00~22:00
121,462860,1101,1,일렉트로마트 외 테넌트,N,A/S센터,055-711-1295,N,10:00~22:00
121,462861,1101,1,일렉트로마트 외 테넌트,N,고객만족센터,055-711-1234,N,10:00~22:00
121,462862,1101,1,일렉트로마트 외 테넌트,N,상품권샵(키오스크 신형 2대),055-711-1065,N,10:00~22:00
121,462863,1101,1,일렉트로마트 외 테넌트,N,A STORE(애플샵),055-711-1201,N,10:00~22:00
121,462864,1101,1,일렉트로마트 외 테넌트,N,슈즈브랜드(S-마켓),070-5219-2948,N,10:00~22:00
121,462866,1101,1,일렉트로마트 외 테넌트,N,네이처리퍼블릭(화장품),055-243-6697,N,10:00~22:00
121,462867,1101,1,일렉트로마트 외 테넌트,N,"LG화장품(더페이스샵,비욘드)",055-241-1171,N,10:00~22:00
121,462868,1101,1,일렉트로마트 외 테넌트,N,JAJU,,N,10:00~22:00
121,462869,1101,1,일렉트로마트 외 테넌트,N,일렉트로마트(가전),055-711-1207,N,10:00~22:00
121,462874,1101,1,일렉트로마트 외 테넌트,N,LG전자,055-711-1207,N,10:00~24:00
121,462871,1101,1,일렉트로마트 외 테넌트,N,삼성모바일스토어,055-247-9417,N,10:30~21:00
122,452801,1101,2,주차장,N,차량정비소(스피드메이트),055-221-0591,N,10:00~20:00
122,452799,1101,2,주차장,N,세탁소(월드크리닝),055-241-6535,N,10:00~21:00
122,452800,1101,2,주차장,N,수선실,055-241-6535,N,10:00~21:00
122,452802,1101,2,주차장,N,주차장(아이파킹),-7371,N,10:00~22:00
123,440650,1101,3,주차장,N,클린보이(스팀세차),055-244-0558,N,10:00~21:00
123,440648,1101,3,주차장,N,"전기차 충전소(BMWi, 완속2대)",000-1600-4047,N,10:00~22:00
123,440649,1101,3,주차장,N,"전기차 충전소(한국자동차환경협회, 완속1대)",000-1661-9408,N,10:00~22:00
124,440651,1101,4,주차장,N,"전기차 충전소(에스에스차저, 급속4대)",000-1566-1704,N,10:00~22:00
129,470762,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,상품권샵,02-3468-1065,N,10:00~21:50
129,470753,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,정관장,02-2069-2394,N,10:00~22:00
129,470754,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,아모레퍼시픽,02-2637-8997,N,10:00~22:00
129,470755,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,LG네이처컬렉션(더페이스샵/이자녹스/비욘드/수려한),02-2068-8610,N,10:00~22:00
129,470756,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,이니스프리,02-2068-3980,N,10:00~22:00
129,470757,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,더페이스샵,02-2068-0446,N,10:00~22:00
129,470758,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,더샘,02-2636-7083,N,10:00~22:00
129,470759,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,고객만족센타,02-3468-1234,N,10:00~22:00
129,470760,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,데코라인,--,N,10:00~22:00
129,470761,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,미미앤코,--,N,10:00~22:00
129,470763,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,휴럼,--,N,10:00~22:00
129,470751,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,e베이커리,02-3468-1223,N,10:00~22:00
129,470752,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,와인매장,02-3468-1270,N,10:00~22:00
129,470764,1106,-2,농산/축산/수산/즉석조리/와인/화장품,N,더코이즈,--,N,10:00~22:00
130,471571,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,애플A/S 서비스센터(주말10:00~17:00),070-8850-2316,N,10:00~19:00
130,471570,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,골프파트너,070-4100-1181,N,10:00~21:00
130,471561,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,일렉트로마트,02-3468-1207,N,10:00~22:00
130,471562,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,안경점(알로),02-2069-0012,N,10:00~22:00
130,471563,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,A STORE(애플샵),02-3468-1209,N,10:00~22:00
130,471564,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,붐마스터(스피커),02-2635-4646,N,10:00~22:00
130,471566,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,파나소닉,02-6773-3227,N,10:00~22:00
130,471567,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,삼성가전매장,02-6925-0371,N,10:00~22:00
130,471568,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,LG전자,--,N,10:00~22:00
130,471569,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,오락실,02-3748-6203,N,10:00~22:00
130,471572,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,레고스토어,02-3667-0308,N,10:00~22:00
130,471573,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,골프매장,02-3468-1116,N,10:00~22:00
130,471574,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,이즐리/모스트맘,--,N,10:00~22:00
130,471575,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,아가방갤러리,02-3667-2918,N,10:00~22:00
130,471576,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,마디다,--,N,10:00~22:00
130,471577,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,비너스슈,--,N,10:00~22:00
130,471578,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,JAJU,--,N,10:00~22:00
130,471579,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,폴햄,02-2068-9365,N,10:00~22:00
130,471565,1106,-1,"일렉트로마트[붐샵,애플샵,모바일샵,오락실]/잡화패션/문완구",N,삼성모바일샵,02-3667-8893,N,10:30~21:30
131,483539,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,이앤아트 안경점,055-834-6006,N,11:00~21:30
131,483537,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,블랑제리(베이커리),055-832-5801,N,11:00~22:00
131,483538,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,고객만족센터,055-850-1234,N,11:00~22:00
131,483540,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,자연주의(JAJU),--,N,11:00~22:00
131,483541,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,즉석델리 코너,--,N,11:00~22:00
131,483542,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,가전매장(LG프리미엄스토어),055-850-1207,N,11:00~22:00
131,483543,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,탑텐TOPTEN (의류),055-834-2062,N,11:00~22:00
131,483535,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,상품권샵(상품권 키오스크 1대운영중),055-850-1236,N,11:00~22:00
131,483536,1116,-1,농산/수산/축산/가공/일상/생활/문구/완구/가전/패션,N,수유실(고객만족센터 옆),055-850-1236,N,11:00~22:00
132,455407,1116,1,패션브랜드/주차장/화장실,N,크린토피아(세탁소),055-835-1993,N,11:00~20:00
132,455408,1116,1,패션브랜드/주차장/화장실,N,전기차 충전소(에스트레픽 급속1대),-3270,N,11:00~21:00
132,455409,1116,1,패션브랜드/주차장/화장실,N,전기차 충전소(한국전력공사 KEPCO PLUG 급속1대),-3999,N,11:00~21:00
132,455405,1116,1,패션브랜드/주차장/화장실,N,허시파피(슈즈),070-4255-2272,N,11:00~22:00
132,455406,1116,1,패션브랜드/주차장/화장실,N,레드페이스(등산 의류/슈즈/용품),055-832-1441,N,11:00~22:00
133,455411,1116,2,테넌트/주차장/화장실,N,인디고커피하우스(커피숍),055-855-2377,N,11:00~20:00
133,455410,1116,2,테넌트/주차장/화장실,N,이가자헤어비스(미용실),055-835-8322,N,11:00~20:30
134,483152,1124,-2,가공/생활/농산/수산/축산/즉석조리,N,비욘드(화장품),041-665-7547,N,10:00~22:00
134,483153,1124,-2,가공/생활/농산/수산/축산/즉석조리,N,더페이스샵(화장품),041-665-5924,N,10:00~22:00
134,483154,1124,-2,가공/생활/농산/수산/축산/즉석조리,N,LG네이처컬렉션(이자녹스/수려한),041-665-9726,N,10:00~22:00
134,483155,1124,-2,가공/생활/농산/수산/축산/즉석조리,N,유아휴게실/수유실,041-670-1234,N,10:00~22:00
134,483150,1124,-2,가공/생활/농산/수산/축산/즉석조리,N,블랑제리 베이커리,041-670-1242,N,10:00~22:00
134,483151,1124,-2,가공/생활/농산/수산/축산/즉석조리,N,엔프라니/홀리카홀리카(화장품),041-920-5160,N,10:00~22:00
135,466153,1124,-1,가전/패션/문화/JAJU,N,포쉬네일(네일샵),041-668-1369,N,10:00~21:00
135,466152,1124,-1,가전/패션/문화/JAJU,N,안경점(모노클),041-668-3773,N,10:00~21:00
135,466154,1124,-1,가전/패션/문화/JAJU,N,A&ME(여성의류),--,N,10:00~22:00
135,466155,1124,-1,가전/패션/문화/JAJU,N,코코티에(여성의류),--,N,10:00~22:00
135,466156,1124,-1,가전/패션/문화/JAJU,N,아가방(유아동용품),041-663-3573,N,10:00~22:00
135,466157,1124,-1,가전/패션/문화/JAJU,N,STUDIO AG(여성의류),041-665-1418,N,10:00~22:00
135,466158,1124,-1,가전/패션/문화/JAJU,N,런던포그(남성의류),--,N,10:00~22:00
135,466159,1124,-1,가전/패션/문화/JAJU,N,슈비너스(속옷),--,N,10:00~22:00
135,466160,1124,-1,가전/패션/문화/JAJU,N,보디가드(속옷),070-7783-4656,N,10:00~22:00
135,466161,1124,-1,가전/패션/문화/JAJU,N,허시파피(구두),--,N,10:00~22:00
135,466162,1124,-1,가전/패션/문화/JAJU,N,탑텐키즈(아동용품),041-665-3707,N,10:00~22:00
135,466164,1124,-1,가전/패션/문화/JAJU,N,가전매장(삼성/LG),041-670-1207,N,10:00~22:00
135,466165,1124,-1,가전/패션/문화/JAJU,N,고객만족센터,041-670-1234,N,10:00~22:00
135,466166,1124,-1,가전/패션/문화/JAJU,N,"상품권샵(키오스크 운영,신형2대/구형1대)",041-670-1236,N,10:00~22:00
135,466167,1124,-1,가전/패션/문화/JAJU,N,JAJU,--,N,10:00~22:00
135,466168,1124,-1,가전/패션/문화/JAJU,N,탑텐 밸런스(남여성의류),041-662-1969,N,10:00~22:00
135,466169,1124,-1,가전/패션/문화/JAJU,N,레드페이스(아웃도어),--,N,10:00~22:00
135,466170,1124,-1,가전/패션/문화/JAJU,N,콜핑(아웃도어),--,N,10:00~22:00
135,466163,1124,-1,가전/패션/문화/JAJU,N,부산빨간어묵포차,--,N,11:00~21:00
136,466176,1124,1,주차장/S Market,N,S Market(신발),070-4211-6969,N,10:00~22:00
